115,311,230,326
419,308,471,328
115,320,230,338
104,126,178,139
115,300,241,314
178,331,199,341
104,143,209,157
104,54,167,66
482,141,513,151
419,349,471,360
220,62,398,102
115,297,157,307
419,292,544,306
125,277,398,294
262,327,471,348
104,164,251,177
104,193,188,203
115,248,167,257
282,301,408,313
366,98,524,111
303,120,524,135
303,142,429,152
429,89,450,96
303,162,408,174
450,281,482,294
115,111,188,122
293,217,377,230
104,219,178,232
