96,162,320,199
96,215,512,258
96,257,496,299
96,120,512,165
272,61,384,102
96,419,480,463
432,67,496,97
96,297,480,341
96,454,320,496
432,19,496,51
96,547,464,591
96,382,496,424
96,585,480,632
96,789,240,799
96,17,208,50
96,514,448,555
96,59,144,96
96,624,448,668
256,13,384,54
96,706,464,753
96,658,224,692
96,740,256,779
96,340,496,383
